Designator,Mid X,Mid Y,Rotation,Layer
C1,127.3662,-112.245,270.0,top
C2,173.0862,-99.545,270.0,top
C3,168.7682,-107.353,270.0,top
C4,113.8484,-113.322,180.0,top
C5,121.4684,-113.322,0.0,top
L1,168.7682,-103.289,270.0,top
U1,144.3482,-91.694,0.0,top
U2,168.7892,-99.225,90.0,top
U3,118.2984,-119.418,90.0,top
U4,175.6282,-107.407,0.0,top
