Designator,Mid X,Mid Y,Rotation,Layer
C1,160.528,-98.806,270.0,top
C2,174.47,-102.616,0.0,top
C3,169.164,-105.918,90.0,top
J1,149.86,-86.36,0.0,bottom
J2,190.5,-86.36,0.0,bottom
L1,170.942,-105.918,270.0,top
R1,177.038,-95.25,270.0,top
U1,170.18,-93.98,90.0,top
U2,172.72,-102.616,0.0,top
U4,169.164,-103.37,90.0,top
