Designator,Mid X,Mid Y,Rotation,Layer
C1,169.418,-93.726,0.0,top
C2,166.906,-97.536,180.0,top
C4,173.228,-109.22,270.0,top
J1,200.66,-78.74,0.0,bottom
J10,177.8,-106.68,0.0,top
J2,157.48,-78.74,0.0,bottom
U1,178.45,-94.234,0.0,top
U2,168.176,-95.758,180.0,top
