Designator,Footprint,Quantity,Value,LCSC Part #
"J1, J2",PinHeader_1x09_P2.54mm_Vertical,2,Conn_01x09_Pin,
U1,COMM-SMD_18P-L16.0-W16.0-P1.27-BL_RA-08H,1,RA-08H(915),C2991932
